0,1,2,3,4
Kab. Purworejo,Penyertaan Modal Daerah,"2,50 M","6,50 M",260.00
Kab. Rembang,Pendapatan Daerah,"1.874,52 M","1.841,43 M",98.23
Kab. Rembang,PAD,"373,77 M","353,03 M",94.45
Kab. Rembang,Pajak Daerah,"122,51 M","110,70 M",90.36
Kab. Rembang,Retribusi Daerah,"32,37 M","19,33 M",59.71
Kab. Rembang,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"19,25 M","12,70 M",65.99
Kab. Rembang,Lain-Lain PAD yang Sah,"199,64 M","210,30 M",105.34
Kab. Rembang,TKDD *),"1.373,55 M","1.348,74 M",98.19
Kab. Rembang,Pendapatan Transfer Pemerintah Pusat,"1.373,55 M","1.348,74 M",98.19
Kab. Rembang,Pendapatan Lainnya,"127,20 M","139,66 M",109.80
Kab. Rembang,Pendapatan Transfer Antar Daerah,"122,20 M","136,55 M",111.74
Kab. Rembang,Pendapatan Hibah,"5,00 M","3,11 M",62.25
Kab. Rembang,Belanja Daerah,"2.203,10 M","1.925,96 M",87.42
Kab. Rembang,Belanja Pegawai,"771,82 M","731,22 M",94.74
Kab. Rembang,Belanja Pegawai,"771,82 M","731,22 M",94.74
Kab. Rembang,Belanja Barang Jasa,"380,20 M","408,90 M",107.55
Kab. Rembang,Belanja Barang dan Jasa,"380,20 M","408,90 M",107.55
Kab. Rembang,Belanja Modal,"448,57 M","268,56 M",59.87
Kab. Rembang,Belanja Modal,"448,57 M","268,56 M",59.87
Kab. Rembang,Belanja Lainnya,"602,51 M","517,28 M",85.85
Kab. Rembang,Belanja Bunga,"0,00 M","0,39 M",0
Kab. Rembang,Belanja Subsidi,"0,00 M","0,70 M",0
Kab. Rembang,Belanja Hibah,"180,84 M","93,63 M",51.78
Kab. Rembang,Belanja Bantuan Sosial,"1,61 M","6,95 M",430.71
Kab. Rembang,Belanja Tidak Terduga,"6,10 M","2,16 M",35.44
Kab. Rembang,Belanja Bagi Hasil,"10,39 M","10,39 M",100.00
Kab. Rembang,Belanja Bantuan Keuangan,"403,57 M","403,06 M",99.87
Kab. Rembang,Surplus/(Defisit),"-328,59 M","-84,53 M",25.73
Kab. Rembang,Pembiayaan Daerah,"328,59 M","178,87 M",54.44
Kab. Rembang,Penerimaan Pembiayaan Daerah,"385,45 M","182,74 M",47.41
Kab. Rembang,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"135,45 M","133,34 M",98.44
Kab. Rembang,Penerimaan Pinjaman Daerah,"200,00 M","49,40 M",24.70
Kab. Rembang,Penerimaan Pembiayaan Lainnya Sesuai dengan Ketentuan Peraturan Perundang-Undangan,"50,00 M","0,00 M",0.00
Kab. Rembang,Pengeluaran Pembiayaan Daerah,"56,87 M","3,87 M",6.80
Kab. Rembang,Penyertaan Modal Daerah,"3,00 M","0,00 M",0.00
Kab. Rembang,Pengeluaran Pembiayaan Lainnya Sesuai dengan Ketentuan Peraturan Perundang-Undangan,"53,87 M","3,87 M",7.18
Kab. Semarang,Pendapatan Daerah,"2.443,24 M","2.337,43 M",95.67
Kab. Semarang,PAD,"549,65 M","480,30 M",87.38
Kab. Semarang,Pajak Daerah,"243,15 M","222,46 M",91.49
Kab. Semarang,Retribusi Daerah,"49,74 M","38,30 M",77.01
Kab. Semarang,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"12,86 M","12,92 M",100.41
Kab. Semarang,Lain-Lain PAD yang Sah,"243,91 M","206,63 M",84.71
Kab. Semarang,TKDD *),"1.655,12 M","1.610,94 M",97.33
Kab. Semarang,Pendapatan Transfer Pemerintah Pusat,"1.655,12 M","1.610,94 M",97.33
Kab. Semarang,Pendapatan Lainnya,"238,47 M","246,19 M",103.24
Kab. Semarang,Pendapatan Transfer Antar Daerah,"238,47 M","246,17 M",103.23
Kab. Semarang,Pendapatan Hibah,"0,00 M","0,01 M",0
Kab. Semarang,Belanja Daerah,"2.562,94 M","2.533,24 M",98.84
Kab. Semarang,Belanja Pegawai,"1.001,95 M","958,71 M",95.68
Kab. Semarang,Belanja Pegawai,"1.001,95 M","958,71 M",95.68
Kab. Semarang,Belanja Barang Jasa,"850,63 M","767,33 M",90.21
Kab. Semarang,Belanja Barang dan Jasa,"850,63 M","767,33 M",90.21
Kab. Semarang,Belanja Modal,"279,72 M","368,03 M",131.57
Kab. Semarang,Belanja Modal,"279,72 M","368,03 M",131.57
Kab. Semarang,Belanja Lainnya,"430,63 M","439,16 M",101.98
Kab. Semarang,Belanja Hibah,"29,62 M","61,95 M",209.17
Kab. Semarang,Belanja Bantuan Sosial,"15,75 M","21,44 M",136.16
Kab. Semarang,Belanja Tidak Terduga,"32,37 M","1,23 M",3.80
Kab. Semarang,Belanja Bagi Hasil,"29,35 M","29,35 M",100.00
Kab. Semarang,Belanja Bantuan Keuangan,"323,54 M","325,18 M",100.51
Kab. Semarang,Surplus/(Defisit),"-119,69 M","-195,81 M",163.59
Kab. Semarang,Pembiayaan Daerah,"119,69 M","0,00 M",0.00
Kab. Semarang,Penerimaan Pembiayaan Daerah,"119,69 M","0,00 M",0.00
Kab. Semarang,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"119,69 M","0,00 M",0.00
Kab. Semarang,Pengeluaran Pembiayaan Daerah,"0,00 M","0,00 M",0
Kab. Semarang,Pembentukan Dana Cadangan,"0,00 M","0,00 M",0
Kab. Sragen,Pendapatan Daerah,"2.152,62 M","2.178,87 M",101.22
Kab. Sragen,PAD,"352,77 M","364,49 M",103.32
Kab. Sragen,Pajak Daerah,"91,00 M","118,34 M",130.05
Kab. Sragen,Retribusi Daerah,"16,63 M","19,02 M",114.37
Kab. Sragen,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"16,50 M","24,77 M",150.14
Kab. Sragen,Lain-Lain PAD yang Sah,"228,63 M","202,35 M",88.50
Kab. Sragen,TKDD *),"1.649,85 M","1.608,34 M",97.48
Kab. Sragen,Pendapatan Transfer Pemerintah Pusat,"1.649,85 M","1.608,34 M",97.48
Kab. Sragen,Pendapatan Lainnya,"150,01 M","206,03 M",137.35
Kab. Sragen,Pendapatan Transfer Antar Daerah,"150,00 M","200,31 M",133.54
Kab. Sragen,Pendapatan Hibah,"0,01 M","5,72 M","114,478.00"
Kab. Sragen,Belanja Daerah,"2.382,05 M","2.291,61 M",96.20
Kab. Sragen,Belanja Pegawai,"1.137,88 M","1.001,70 M",88.03
Kab. Sragen,Belanja Pegawai,"1.137,88 M","1.001,70 M",88.03
Kab. Sragen,Belanja Barang Jasa,"523,63 M","503,94 M",96.24
Kab. Sragen,Belanja Barang dan Jasa,"523,63 M","503,94 M",96.24
Kab. Sragen,Belanja Modal,"297,12 M","351,64 M",118.35
Kab. Sragen,Belanja Modal,"297,12 M","351,64 M",118.35
Kab. Sragen,Belanja Lainnya,"423,42 M","434,34 M",102.58
Kab. Sragen,Belanja Bunga,"2,60 M","0,39 M",14.81
Kab. Sragen,Belanja Subsidi,"0,00 M","0,10 M",0
Kab. Sragen,Belanja Hibah,"61,26 M","67,90 M",110.82
Kab. Sragen,Belanja Bantuan Sosial,"8,88 M","13,21 M",148.76
Kab. Sragen,Belanja Tidak Terduga,"11,00 M","0,49 M",4.41
Kab. Sragen,Belanja Bagi Hasil,"4,89 M","4,33 M",88.61
Kab. Sragen,Belanja Bantuan Keuangan,"334,79 M","347,93 M",103.92
Kab. Sragen,Surplus/(Defisit),"-229,43 M","-112,74 M",49.14
Kab. Sragen,Pembiayaan Daerah,"229,43 M","523,02 M",227.97
Kab. Sragen,Penerimaan Pembiayaan Daerah,"279,43 M","559,61 M",200.27
Kab. Sragen,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"233,18 M","515,91 M",221.25
Kab. Sragen,Penerimaan Pinjaman Daerah,"46,25 M","43,69 M",94.47
Kab. Sragen,Pengeluaran Pembiayaan Daerah,"50,00 M","36,59 M",73.17
Kab. Sragen,Penyertaan Modal Daerah,"25,00 M","25,00 M",100.00
Kab. Sragen,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,"25,00 M","11,59 M",46.34
Kab. Sukoharjo,Pendapatan Daerah,"1.893,44 M","1.936,66 M",102.28
Kab. Sukoharjo,PAD,"358,00 M","495,32 M",138.36
Kab. Sukoharjo,Pajak Daerah,"174,70 M","286,52 M",164.01
Kab. Sukoharjo,Retribusi Daerah,"19,27 M","19,58 M",101.60
Kab. Sukoharjo,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"30,53 M","39,10 M",128.08
Kab. Sukoharjo,Lain-Lain PAD yang Sah,"133,51 M","150,12 M",112.45
Kab. Sukoharjo,TKDD *),"1.348,84 M","1.239,72 M",91.91
Kab. Sukoharjo,Pendapatan Transfer Pemerintah Pusat,"1.348,84 M","1.239,72 M",91.91
Kab. Sukoharjo,Pendapatan Lainnya,"186,60 M","201,62 M",108.05
Kab. Sukoharjo,Pendapatan Transfer Antar Daerah,"183,60 M","198,09 M",107.90
Kab. Sukoharjo,Pendapatan Hibah,"3,00 M","3,53 M",117.69
Kab. Sukoharjo,Belanja Daerah,"2.122,44 M","1.963,94 M",92.53
Kab. Sukoharjo,Belanja Pegawai,"894,95 M","824,23 M",92.10
Kab. Sukoharjo,Belanja Pegawai,"894,95 M","824,23 M",92.10
Kab. Sukoharjo,Belanja Barang Jasa,"592,23 M","532,58 M",89.93
Kab. Sukoharjo,Belanja Barang dan Jasa,"592,23 M","532,58 M",89.93
Kab. Sukoharjo,Belanja Modal,"261,43 M","210,06 M",80.35
Kab. Sukoharjo,Belanja Modal,"261,43 M","210,06 M",80.35
Kab. Sukoharjo,Belanja Lainnya,"373,83 M","397,07 M",106.22
Kab. Sukoharjo,Belanja Subsidi,"1,48 M","0,70 M",47.67
Kab. Sukoharjo,Belanja Hibah,"45,26 M","48,77 M",107.74
Kab. Sukoharjo,Belanja Bantuan Sosial,"2,30 M","2,31 M",100.49
Kab. Sukoharjo,Belanja Tidak Terduga,"18,62 M","0,05 M",0.29
Kab. Sukoharjo,Belanja Bagi Hasil,"24,84 M","27,44 M",110.46
Kab. Sukoharjo,Belanja Bantuan Keuangan,"281,33 M","317,80 M",112.96
Kab. Sukoharjo,Surplus/(Defisit),"-229,00 M","-27,28 M",11.91
Kab. Sukoharjo,Pembiayaan Daerah,"229,00 M","331,73 M",144.86
Kab. Sukoharjo,Penerimaan Pembiayaan Daerah,"257,50 M","361,79 M",140.50
Kab. Sukoharjo,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"257,50 M","361,79 M",140.50
Kab. Sukoharjo,Pengeluaran Pembiayaan Daerah,"28,50 M","30,06 M",105.48
Kab. Sukoharjo,Pembentukan Dana Cadangan,"20,00 M","21,56 M",107.81
Kab. Sukoharjo,Penyertaan Modal Daerah,"8,50 M","8,50 M",100.00
Kab. Tegal,Pendapatan Daerah,"2.690,86 M","2.743,60 M",101.96
Kab. Tegal,PAD,"458,04 M","531,05 M",115.94
Kab. Tegal,Pajak Daerah,"133,37 M","173,24 M",129.90
Kab. Tegal,Retribusi Daerah,"26,83 M","27,16 M",101.24
Kab. Tegal,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"14,20 M","16,82 M",118.43
Kab. Tegal,Lain-Lain PAD yang Sah,"283,65 M","313,83 M",110.64
Kab. Tegal,TKDD *),"2.033,76 M","1.984,51 M",97.58
Kab. Tegal,Pendapatan Transfer Pemerintah Pusat,"2.033,76 M","1.984,51 M",97.58
Kab. Tegal,Pendapatan Lainnya,"199,05 M","228,04 M",114.56
Kab. Tegal,Pendapatan Transfer Antar Daerah,"193,05 M","222,11 M",115.05
Kab. Tegal,Pendapatan Hibah,"6,00 M","5,93 M",98.85
Kab. Tegal,Belanja Daerah,"2.869,01 M","2.611,76 M",91.03
Kab. Tegal,Belanja Pegawai,"1.177,10 M","1.003,66 M",85.27
Kab. Tegal,Belanja Pegawai,"1.177,10 M","1.003,66 M",85.27
Kab. Tegal,Belanja Barang Jasa,"722,68 M","727,33 M",100.64
Kab. Tegal,Belanja Barang dan Jasa,"722,68 M","727,33 M",100.64
Kab. Tegal,Belanja Modal,"351,35 M","297,00 M",84.53
Kab. Tegal,Belanja Modal,"351,35 M","297,00 M",84.53
Kab. Tegal,Belanja Lainnya,"617,88 M","583,77 M",94.48
Kab. Tegal,Belanja Hibah,"78,26 M","62,05 M",79.28
Kab. Tegal,Belanja Bantuan Sosial,"3,28 M","7,06 M",215.40
Kab. Tegal,Belanja Tidak Terduga,"13,90 M","0,52 M",3.75
Kab. Tegal,Belanja Bagi Hasil,"15,00 M","13,60 M",90.64
Kab. Tegal,Belanja Bantuan Keuangan,"507,44 M","500,54 M",98.64
Kab. Tegal,Surplus/(Defisit),"-178,15 M","131,84 M",-74.00
Kab. Tegal,Pembiayaan Daerah,"178,15 M","259,57 M",145.70
Kab. Tegal,Penerimaan Pembiayaan Daerah,"215,65 M","297,07 M",137.75
Kab. Tegal,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"215,65 M","297,03 M",137.73
Kab. Tegal,Penerimaan Kembali Pemberian Pinjaman Daerah,"0,00 M","0,04 M",0
Kab. Tegal,Pengeluaran Pembiayaan Daerah,"37,50 M","37,50 M",100.00
Kab. Tegal,Pembentukan Dana Cadangan,"30,00 M","30,00 M",100.00
Kab. Tegal,Penyertaan Modal Daerah,"6,00 M","6,00 M",100.00
Kab. Tegal,Pemberian Pinjaman Daerah,"1,50 M","1,50 M",100.00
Kab. Temanggung,Pendapatan Daerah,"1.885,89 M","1.849,55 M",98.07
Kab. Temanggung,PAD,"296,36 M","308,72 M",104.17
Kab. Temanggung,Pajak Daerah,"59,01 M","74,19 M",125.73
Kab. Temanggung,Retribusi Daerah,"9,96 M","9,64 M",96.78
Kab. Temanggung,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"17,42 M","21,43 M",123.02
Kab. Temanggung,Lain-Lain PAD yang Sah,"209,97 M","203,46 M",96.90
Kab. Temanggung,TKDD *),"1.472,04 M","1.402,83 M",95.30
Kab. Temanggung,Pendapatan Transfer Pemerintah Pusat,"1.472,04 M","1.402,83 M",95.30
Kab. Temanggung,Pendapatan Lainnya,"117,49 M","137,99 M",117.45
Kab. Temanggung,Pendapatan Transfer Antar Daerah,"117,49 M","136,99 M",116.60
Kab. Temanggung,Pendapatan Hibah,"0,00 M","1,00 M",0
Kab. Temanggung,Belanja Daerah,"1.989,50 M","1.985,21 M",99.78
Kab. Temanggung,Belanja Pegawai,"739,39 M","711,33 M",96.21
Kab. Temanggung,Belanja Pegawai,"739,39 M","711,33 M",96.21
Kab. Temanggung,Belanja Barang Jasa,"478,62 M","516,90 M",108.00
Kab. Temanggung,Belanja Barang dan Jasa,"478,62 M","516,90 M",108.00
Kab. Temanggung,Belanja Modal,"248,83 M","248,60 M",99.91
Kab. Temanggung,Belanja Modal,"248,83 M","248,60 M",99.91
Kab. Temanggung,Belanja Lainnya,"522,65 M","508,38 M",97.27
Kab. Temanggung,Belanja Hibah,"71,79 M","85,50 M",119.10
Kab. Temanggung,Belanja Bantuan Sosial,"17,90 M","6,91 M",38.61
Kab. Temanggung,Belanja Tidak Terduga,"17,32 M","0,00 M",0.00
Kab. Temanggung,Belanja Bagi Hasil,"6,90 M","7,94 M",115.01
Kab. Temanggung,Belanja Bantuan Keuangan,"408,74 M","408,04 M",99.83
Kab. Temanggung,Surplus/(Defisit),"-103,61 M","-135,67 M",130.94
Kab. Temanggung,Pembiayaan Daerah,"103,61 M","259,32 M",250.29
Kab. Temanggung,Penerimaan Pembiayaan Daerah,"112,61 M","254,32 M",225.85
Kab. Temanggung,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"112,61 M","254,25 M",225.78
Kab. Temanggung,Penerimaan Kembali Pemberian Pinjaman Daerah,"0,00 M","0,08 M",0
Kab. Temanggung,Pengeluaran Pembiayaan Daerah,"9,00 M","-5,00 M",-55.56
Kab. Temanggung,Pembentukan Dana Cadangan,"5,00 M","-5,00 M",-100.00
Kab. Temanggung,Penyertaan Modal Daerah,"0,00 M","0,00 M",0
Kab. Temanggung,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,"4,00 M","0,00 M",0.00
Kab. Wonogiri,Pendapatan Daerah,"2.198,13 M","2.249,62 M",102.34
Kab. Wonogiri,PAD,"251,87 M","332,75 M",132.11
Kab. Wonogiri,Pajak Daerah,"56,42 M","70,07 M",124.20
Kab. Wonogiri,Retribusi Daerah,"12,95 M","15,07 M",116.38
Kab. Wonogiri,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"18,52 M","19,74 M",106.60
Kab. Wonogiri,Lain-Lain PAD yang Sah,"163,99 M","227,87 M",138.95
Kab. Wonogiri,TKDD *),"1.810,73 M","1.746,63 M",96.46
Kab. Wonogiri,Pendapatan Transfer Pemerintah Pusat,"1.810,73 M","1.746,63 M",96.46
Kab. Wonogiri,Pendapatan Lainnya,"135,53 M","170,24 M",125.61
Kab. Wonogiri,Pendapatan Transfer Antar Daerah,"135,53 M","167,67 M",123.72
Kab. Wonogiri,Pendapatan Hibah,"0,00 M","2,57 M",0
Kab. Wonogiri,Belanja Daerah,"2.293,57 M","2.232,48 M",97.34
Kab. Wonogiri,Belanja Pegawai,"1.314,29 M","1.108,47 M",84.34
Kab. Wonogiri,Belanja Pegawai,"1.314,29 M","1.108,47 M",84.34
Kab. Wonogiri,Belanja Barang Jasa,"429,22 M","442,64 M",103.13
Kab. Wonogiri,Belanja Barang dan Jasa,"429,22 M","442,64 M",103.13
Kab. Wonogiri,Belanja Modal,"134,08 M","301,71 M",225.02
Kab. Wonogiri,Belanja Modal,"134,08 M","301,71 M",225.02
Kab. Wonogiri,Belanja Lainnya,"415,97 M","379,66 M",91.27
Kab. Wonogiri,Belanja Subsidi,"0,05 M","0,04 M",89.31
Kab. Wonogiri,Belanja Hibah,"30,69 M","20,05 M",65.34
Kab. Wonogiri,Belanja Bantuan Sosial,"1,68 M","1,66 M",98.85
Kab. Wonogiri,Belanja Tidak Terduga,"28,51 M","2,09 M",7.33
Kab. Wonogiri,Belanja Bagi Hasil,"7,34 M","7,37 M",100.38
Kab. Wonogiri,Belanja Bantuan Keuangan,"347,70 M","348,44 M",100.21
Kab. Wonogiri,Surplus/(Defisit),"-95,44 M","17,14 M",-17.96
Kab. Wonogiri,Pembiayaan Daerah,"95,44 M","233,22 M",244.37
Kab. Wonogiri,Penerimaan Pembiayaan Daerah,"98,94 M","237,88 M",240.44
Kab. Wonogiri,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"98,94 M","237,88 M",240.44
Kab. Wonogiri,Pengeluaran Pembiayaan Daerah,"3,50 M","4,66 M",133.18
Kab. Wonogiri,Penyertaan Modal Daerah,"3,50 M","4,66 M",133.18
Kab. Wonosobo,Pendapatan Daerah,"1.934,23 M","1.920,18 M",99.27
Kab. Wonosobo,PAD,"230,19 M","264,91 M",115.09
Kab. Wonosobo,Pajak Daerah,"49,15 M","59,95 M",121.98
Kab. Wonosobo,Retribusi Daerah,"10,58 M","9,45 M",89.33
Kab. Wonosobo,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"20,33 M","22,09 M",108.65
Kab. Wonosobo,Lain-Lain PAD yang Sah,"150,13 M","173,42 M",115.51
Kab. Wonosobo,TKDD *),"1.437,28 M","1.399,30 M",97.36
Kab. Wonosobo,Pendapatan Transfer Pemerintah Pusat,"1.437,28 M","1.399,30 M",97.36
Kab. Wonosobo,Pendapatan Lainnya,"266,77 M","255,97 M",95.95
Kab. Wonosobo,Pendapatan Transfer Antar Daerah,"216,90 M","213,03 M",98.22
Kab. Wonosobo,Pendapatan Hibah,"49,87 M","42,94 M",86.11
Kab. Wonosobo,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,"0,00 M","0,00 M",0
Kab. Wonosobo,Belanja Daerah,"1.996,76 M","2.009,96 M",100.66
Kab. Wonosobo,Belanja Pegawai,"826,41 M","749,47 M",90.69
Kab. Wonosobo,Belanja Pegawai,"826,41 M","749,47 M",90.69
Kab. Wonosobo,Belanja Barang Jasa,"427,09 M","460,82 M",107.90
Kab. Wonosobo,Belanja Barang dan Jasa,"427,09 M","460,82 M",107.90
Kab. Wonosobo,Belanja Modal,"318,17 M","363,43 M",114.23
Kab. Wonosobo,Belanja Modal,"318,17 M","363,43 M",114.23
Kab. Wonosobo,Belanja Lainnya,"425,10 M","436,24 M",102.62
Kab. Wonosobo,Belanja Subsidi,"0,80 M","0,23 M",28.39
Kab. Wonosobo,Belanja Hibah,"75,16 M","81,53 M",108.48
Kab. Wonosobo,Belanja Bantuan Sosial,"8,04 M","14,33 M",178.14
Kab. Wonosobo,Belanja Tidak Terduga,"5,65 M","3,89 M",68.90
Kab. Wonosobo,Belanja Bagi Hasil,"5,97 M","6,79 M",113.61
Kab. Wonosobo,Belanja Bantuan Keuangan,"329,47 M","329,47 M",100.00
Kab. Wonosobo,Surplus/(Defisit),"-62,53 M","-89,78 M",143.57
Kab. Wonosobo,Pembiayaan Daerah,"62,53 M","228,22 M",364.97
Kab. Wonosobo,Penerimaan Pembiayaan Daerah,"87,03 M","252,10 M",289.66
Kab. Wonosobo,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"87,03 M","252,07 M",289.64
Kab. Wonosobo,Penerimaan Kembali Pemberian Pinjaman Daerah,"0,00 M","0,02 M",0
Kab. Wonosobo,Pengeluaran Pembiayaan Daerah,"24,50 M","23,88 M",97.46
Kab. Wonosobo,Pembentukan Dana Cadangan,"10,00 M","15,00 M",150.00
Kab. Wonosobo,Penyertaan Modal Daerah,"14,50 M","8,88 M",61.22
Kota Magelang,Pendapatan Daerah,"819,26 M","985,55 M",120.30
Kota Magelang,PAD,"220,31 M","377,14 M",171.19
Kota Magelang,Pajak Daerah,"36,52 M","50,53 M",138.38
Kota Magelang,Retribusi Daerah,"5,36 M","7,60 M",141.59
Kota Magelang,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"7,05 M","8,96 M",127.08
Kota Magelang,Lain-Lain PAD yang Sah,"171,38 M","310,06 M",180.92
Kota Magelang,TKDD *),"538,52 M","542,59 M",100.76
Kota Magelang,Pendapatan Transfer Pemerintah Pusat,"538,52 M","542,59 M",100.76
Kota Magelang,Pendapatan Lainnya,"60,44 M","65,81 M",108.90
Kota Magelang,Pendapatan Transfer Antar Daerah,"60,44 M","65,31 M",108.06
Kota Magelang,Pendapatan Hibah,"0,00 M","0,51 M",0
Kota Magelang,Belanja Daerah,"897,12 M","1.030,87 M",114.91
Kota Magelang,Belanja Pegawai,"385,92 M","357,97 M",92.76
Kota Magelang,Belanja Pegawai,"385,92 M","357,97 M",92.76
Kota Magelang,Belanja Barang Jasa,"399,53 M","496,66 M",124.31
Kota Magelang,Belanja Barang dan Jasa,"399,53 M","496,66 M",124.31
Kota Magelang,Belanja Modal,"80,75 M","154,81 M",191.72
Kota Magelang,Belanja Modal,"80,75 M","154,81 M",191.72
Kota Magelang,Belanja Lainnya,"30,92 M","21,43 M",69.29
Kota Magelang,Belanja Hibah,"13,38 M","8,46 M",63.22
Kota Magelang,Belanja Bantuan Sosial,"1,51 M","7,41 M",490.80
Kota Magelang,Belanja Tidak Terduga,"16,03 M","5,56 M",34.65
Kota Magelang,Surplus/(Defisit),"-77,87 M","-45,32 M",58.20
Kota Magelang,Pembiayaan Daerah,"77,87 M","249,70 M",320.68
Kota Magelang,Penerimaan Pembiayaan Daerah,"89,28 M","299,61 M",335.59
Kota Magelang,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"89,26 M","299,61 M",335.66
Kota Magelang,Penerimaan Kembali Pemberian Pinjaman Daerah,"0,02 M","0,00 M",0.00
Kota Magelang,Pengeluaran Pembiayaan Daerah,"11,41 M","49,91 M",437.32
Kota Magelang,Pembentukan Dana Cadangan,"0,00 M","38,50 M",0
Kota Magelang,Penyertaan Modal Daerah,"11,41 M","11,41 M",100.00
Kota Pekalongan,Pendapatan Daerah,"956,88 M","989,04 M",103.36
Kota Pekalongan,PAD,"223,25 M","263,48 M",118.02
Kota Pekalongan,Pajak Daerah,"87,55 M","101,30 M",115.71
Kota Pekalongan,Retribusi Daerah,"19,17 M","19,09 M",99.60
Kota Pekalongan,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"5,95 M","6,43 M",108.11
Kota Pekalongan,Lain-Lain PAD yang Sah,"110,58 M","136,66 M",123.58
Kota Pekalongan,TKDD *),"635,73 M","618,59 M",97.30
Kota Pekalongan,Pendapatan Transfer Pemerintah Pusat,"635,73 M","618,59 M",97.30
Kota Pekalongan,Pendapatan Lainnya,"97,90 M","106,97 M",109.27
Kota Pekalongan,Pendapatan Transfer Antar Daerah,"97,90 M","106,97 M",109.27
Kota Pekalongan,Belanja Daerah,"998,88 M","1.031,09 M",103.23
Kota Pekalongan,Belanja Pegawai,"410,06 M","375,75 M",91.63
Kota Pekalongan,Belanja Pegawai,"410,06 M","375,75 M",91.63
Kota Pekalongan,Belanja Barang Jasa,"384,03 M","413,87 M",107.77
Kota Pekalongan,Belanja Barang dan Jasa,"384,03 M","413,87 M",107.77
Kota Pekalongan,Belanja Modal,"167,70 M","196,60 M",117.23
Kota Pekalongan,Belanja Modal,"167,70 M","196,60 M",117.23
Kota Pekalongan,Belanja Lainnya,"37,09 M","44,88 M",121.00
Kota Pekalongan,Belanja Hibah,"28,38 M","37,81 M",133.24
Kota Pekalongan,Belanja Bantuan Sosial,"2,77 M","3,16 M",113.90
Kota Pekalongan,Belanja Tidak Terduga,"5,94 M","3,91 M",65.85
Kota Pekalongan,Surplus/(Defisit),"-42,00 M","-42,05 M",100.12
Kota Pekalongan,Pembiayaan Daerah,"42,00 M","105,22 M",250.52
Kota Pekalongan,Penerimaan Pembiayaan Daerah,"48,00 M","115,34 M",240.29
Kota Pekalongan,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"48,00 M","115,33 M",240.26
Kota Pekalongan,Penerimaan Kembali Pemberian Pinjaman Daerah,"0,00 M","0,01 M",0
Kota Pekalongan,Pengeluaran Pembiayaan Daerah,"6,00 M","10,12 M",168.67
Kota Pekalongan,Pembentukan Dana Cadangan,"3,00 M","7,12 M",237.33
Kota Pekalongan,Penyertaan Modal Daerah,"3,00 M","3,00 M",100.00
Kota Salatiga,Pendapatan Daerah,"879,37 M","916,01 M",104.17
Kota Salatiga,PAD,"245,94 M","241,00 M",97.99
Kota Salatiga,Pajak Daerah,"61,90 M","75,65 M",122.23
Kota Salatiga,Retribusi Daerah,"10,51 M","11,34 M",107.85
Kota Salatiga,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"19,14 M","20,46 M",106.90
Kota Salatiga,Lain-Lain PAD yang Sah,"154,39 M","133,55 M",86.50
Kota Salatiga,TKDD *),"566,38 M","598,13 M",105.61
Kota Salatiga,Pendapatan Transfer Pemerintah Pusat,"566,38 M","598,13 M",105.61
Kota Salatiga,Pendapatan Lainnya,"67,05 M","76,87 M",114.66
Kota Salatiga,Pendapatan Transfer Antar Daerah,"67,05 M","76,87 M",114.66
Kota Salatiga,Belanja Daerah,"918,60 M","931,12 M",101.36
Kota Salatiga,Belanja Pegawai,"381,95 M","399,45 M",104.58
Kota Salatiga,Belanja Pegawai,"381,95 M","399,45 M",104.58
Kota Salatiga,Belanja Barang Jasa,"437,77 M","431,36 M",98.54
Kota Salatiga,Belanja Barang dan Jasa,"437,77 M","431,36 M",98.54
Kota Salatiga,Belanja Modal,"71,24 M","75,18 M",105.53
Kota Salatiga,Belanja Modal,"71,24 M","75,18 M",105.53
Kota Salatiga,Belanja Lainnya,"27,65 M","25,14 M",90.91
Kota Salatiga,Belanja Subsidi,"0,20 M","0,20 M",102.36
